parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1.90242878021641e-07,
L_goes_down_True_mab_virus_PGDM1400|3430,2.85140014528704e-08,
L_goes_down_True_mab_virus_PGDM1400|4166,3.26003626144435e-07,
L_goes_down_True_mab_virus_PGDM1400|4168,1.39933765510368e-09,
L_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,1.55085963540885e-07,
L_goes_down_True_mab_virus_PGDM1400|PVO.4,1.62098829019136e-09,
L_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.34848143954577e-08,
L_goes_down_True_mab_virus_PGDM1400|TRO.11,5.07384825528721e-09,
L_goes_down_True_mab_virus_PGT121|1176,2.43905436089912e-08,
L_goes_down_True_mab_virus_PGT121|1798,8.1421802590973e-09,
L_goes_down_True_mab_virus_PGT121|2944,2.32618296873761e-06,
L_goes_down_True_mab_virus_PGT121|2946,9.15472814947552e-08,
L_goes_down_True_mab_virus_PGT121|3430,1.03368144642066e-08,
L_goes_down_True_mab_virus_PGT121|4166,4.78411260808287e-09,
L_goes_down_True_mab_virus_PGT121|4168,2.44937965395849e-07,
L_goes_down_True_mab_virus_PGT121|Ce1176_A3,1.10042716999047e-08,
L_goes_down_True_mab_virus_PGT121|PVO.4,4.41014217895033e-07,
L_goes_down_True_mab_virus_PGT121|RHPA4259.7,8.17272200337404e-07,
L_goes_down_True_mab_virus_PGT121|TRO.11,1.29289922828602e-07,
L_goes_down_True_mab_virus_VRC07-523LS|1176,3.36245550252386e-09,
L_goes_down_True_mab_virus_VRC07-523LS|1798,1.02928576509544e-08,
L_goes_down_True_mab_virus_VRC07-523LS|2944,2.859427388397e-10,
L_goes_down_True_mab_virus_VRC07-523LS|2946,4.32823423643304e-08,
L_goes_down_True_mab_virus_VRC07-523LS|3430,3.83964145245726e-08,
L_goes_down_True_mab_virus_VRC07-523LS|4166,2.89888274791437e-09,
L_goes_down_True_mab_virus_VRC07-523LS|4168,3.46519113023095e-09,
L_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,2.77180406712191e-07,
L_goes_down_True_mab_virus_VRC07-523LS|PVO.4,6.41815589674898e-10,
L_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,5.2679227755122e-09,
L_goes_down_True_mab_virus_VRC07-523LS|TRO.11,2.96783037844974e-08,
L_goes_down_True_mab_virus_nan|1176,4.56149539645347e-10,
L_goes_down_True_mab_virus_nan|1798,2.25017961606966e-09,
L_goes_down_True_mab_virus_nan|2944,4.60586354081239e-09,
L_goes_down_True_mab_virus_nan|2946,2.21046966125661e-09,
L_goes_down_True_mab_virus_nan|3430,5.607677607172e-09,
L_goes_down_True_mab_virus_nan|4166,2.25642833635091e-09,
L_goes_down_True_mab_virus_nan|4168,2.35132414697282e-09,
L_goes_down_True_mab_virus_nan|Ce1176_A3,3.13363098127876e-09,
L_goes_down_True_mab_virus_nan|PVO.4,1.33046490255646e-09,
L_goes_down_True_mab_virus_nan|RHPA4259.7,3.32835335103945e-09,
L_goes_down_True_mab_virus_nan|TRO.11,1.03579091144325e-09,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.686480404487813,
m_goes_down_False_mab_virus_PGDM1400|1176,0.722918188862333,
m_goes_down_False_mab_virus_PGDM1400|1798,0.36623978492224,
m_goes_down_False_mab_virus_PGDM1400|2944,84.5941958859077,
m_goes_down_False_mab_virus_PGDM1400|2946,0.401006461776005,
m_goes_down_False_mab_virus_PGDM1400|3430,0.899526908031537,
m_goes_down_False_mab_virus_PGDM1400|4166,1.28981872874291,
m_goes_down_False_mab_virus_PGDM1400|4168,0.193515811539798,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.29693757219849,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,0.380525726121054,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.847799368939519,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.621578934126474,
m_goes_down_False_mab_virus_PGT121|1176,0.327034401435556,
m_goes_down_False_mab_virus_PGT121|1798,7.04216904618324,
m_goes_down_False_mab_virus_PGT121|2944,18.653980047056,
m_goes_down_False_mab_virus_PGT121|2946,0.863727114613252,
m_goes_down_False_mab_virus_PGT121|3430,0.895599464580148,
m_goes_down_False_mab_virus_PGT121|4166,21.9092899248766,
m_goes_down_False_mab_virus_PGT121|4168,0.503261037556476,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,16.5030102491935,
m_goes_down_False_mab_virus_PGT121|PVO.4,1.42721179247314,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,14.1358021086053,
m_goes_down_False_mab_virus_PGT121|TRO.11,14.6623422370832,
m_goes_down_False_mab_virus_VRC07-523LS|1176,0.90971304690197,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.89623433048948,
m_goes_down_False_mab_virus_VRC07-523LS|2944,2.05229055686853,
m_goes_down_False_mab_virus_VRC07-523LS|2946,0.730957804999037,
m_goes_down_False_mab_virus_VRC07-523LS|3430,3.02402545227207,
m_goes_down_False_mab_virus_VRC07-523LS|4166,17.5012916318055,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.920752848958027,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,1.05429455864524,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,1.61786672882379,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,14.7576136993627,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,1.85886717207995,
m_goes_down_False_mab_virus_nan|1176,0.360185625826366,
m_goes_down_False_mab_virus_nan|1798,0.500281895632769,
m_goes_down_False_mab_virus_nan|2944,1.24188727866753,
m_goes_down_False_mab_virus_nan|2946,2.13996680231396,
m_goes_down_False_mab_virus_nan|3430,1.61692149958947,
m_goes_down_False_mab_virus_nan|4166,0.276288456827349,
m_goes_down_False_mab_virus_nan|4168,0.174447423991938,
m_goes_down_False_mab_virus_nan|Ce1176_A3,3.76866987826188,
m_goes_down_False_mab_virus_nan|PVO.4,0.365443989678985,
m_goes_down_False_mab_virus_nan|RHPA4259.7,0.774372792940956,
m_goes_down_False_mab_virus_nan|TRO.11,0.208147004927762,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.907590821935013,
m_goes_down_True_mab_virus_PGDM1400|1176,0.955764955462736,
m_goes_down_True_mab_virus_PGDM1400|1798,0.484202994360604,
m_goes_down_True_mab_virus_PGDM1400|2944,111.841379991474,
m_goes_down_True_mab_virus_PGDM1400|2946,0.530167768613994,
m_goes_down_True_mab_virus_PGDM1400|3430,1.18925807710728,
m_goes_down_True_mab_virus_PGDM1400|4166,1.70526009557456,
m_goes_down_True_mab_virus_PGDM1400|4168,0.255845867274052,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.392579035691614,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,0.503090334814876,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.12086946846778,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,0.821785053197904,
m_goes_down_True_mab_virus_PGT121|1176,0.432369837885431,
m_goes_down_True_mab_virus_PGT121|1798,9.31040121618536,
m_goes_down_True_mab_virus_PGT121|2944,24.6622933044951,
m_goes_down_True_mab_virus_PGT121|2946,1.14192742684954,
m_goes_down_True_mab_virus_PGT121|3430,1.18406563227295,
m_goes_down_True_mab_virus_PGT121|4166,28.9661151592044,
m_goes_down_True_mab_virus_PGT121|4168,0.665357810270691,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,21.8185115533526,
m_goes_down_True_mab_virus_PGT121|PVO.4,1.88690648026943,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,18.688842639335,
m_goes_down_True_mab_virus_PGT121|TRO.11,19.3849775688434,
m_goes_down_True_mab_virus_VRC07-523LS|1176,1.20272509829146,
m_goes_down_True_mab_virus_VRC07-523LS|1798,1.18490498394083,
m_goes_down_True_mab_virus_VRC07-523LS|2944,2.71331863397835,
m_goes_down_True_mab_virus_VRC07-523LS|2946,0.966394074327385,
m_goes_down_True_mab_virus_VRC07-523LS|3430,3.99804237358786,
m_goes_down_True_mab_virus_VRC07-523LS|4166,23.1383322134095,
m_goes_down_True_mab_virus_VRC07-523LS|4168,1.21732074145411,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,1.39387527857604,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,2.13897000496328,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,19.5109352861969,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,2.45759496344954,
m_goes_down_True_mab_virus_nan|1176,0.476198834017457,
m_goes_down_True_mab_virus_nan|1798,0.661419108088484,
m_goes_down_True_mab_virus_nan|2944,1.64189026901278,
m_goes_down_True_mab_virus_nan|2946,2.82923476959967,
m_goes_down_True_mab_virus_nan|3430,2.13772032416819,
m_goes_down_True_mab_virus_nan|4166,0.365278988276703,
m_goes_down_True_mab_virus_nan|4168,0.230635688783305,
m_goes_down_True_mab_virus_nan|Ce1176_A3,4.98253143141852,
m_goes_down_True_mab_virus_nan|PVO.4,0.483150879173928,
m_goes_down_True_mab_virus_nan|RHPA4259.7,1.02379271867748,
m_goes_down_True_mab_virus_nan|TRO.11,0.275189663172757,
e_goes_down_False,5.17761276470061,
e_goes_down_True,5.24444814291768,
alpha_run_id_1200432,0.535219071416904,
alpha_run_id_1313842,0.336940116176274,
alpha_run_id_1313860,0.441182560617966,
alpha_run_id_1313884,0.274174089336337,
alpha_run_id_1313920,0.268332428647255,
alpha_run_id_1313938,0.535219068620665,
alpha_run_id_1313956,0.605371820792251,
alpha_run_id_1313974,0.535219069622964,
alpha_run_id_1313992,0.731760393522021,
alpha_run_id_1314016,0.535219071416912,
alpha_run_id_1314040,0.366041367493415,
alpha_run_id_1314058,0.535219071438459,
alpha_run_id_1342240,0.535219071417018,
alpha_run_id_1342258,0.419728033083254,
alpha_run_id_1342276,0.535219070414631,
alpha_run_id_1342294,0.658848866983433,
alpha_run_id_1342312,0.535219071420276,
alpha_run_id_1342336,0.516232145064003,
alpha_run_id_1342348,0.535215589728809,
alpha_run_id_1342372,0.535219071587906,
alpha_run_id_1342384,0.535219089990499,
alpha_run_id_1342396,0.53521911855832,
alpha_run_id_1342408,0.428223695797133,
k_run_id_1200432,0.617384254776531,
k_run_id_1313842,0.617384254776522,
k_run_id_1313860,0.617384254773055,
k_run_id_1313884,0.617434757368549,
k_run_id_1313920,0.087401048442358,
k_run_id_1313938,0.617384266164227,
k_run_id_1313956,0.617384254775317,
k_run_id_1313974,0.617384254812895,
k_run_id_1313992,0.617384255562505,
k_run_id_1314016,0.617384258018519,
k_run_id_1314040,4.91124709134844e-11,
k_run_id_1314058,0.617384254776534,
k_run_id_1342240,0.617383681434865,
k_run_id_1342258,0.617384253944037,
k_run_id_1342276,0.617375401493609,
k_run_id_1342294,0.617384254359757,
k_run_id_1342312,0.435691880589664,
k_run_id_1342336,0.617384259991619,
k_run_id_1342348,0.61738425478257,
k_run_id_1342372,0.411409505751575,
k_run_id_1342384,0.617384254776508,
k_run_id_1342396,0.617384254777876,
k_run_id_1342408,0.617384254776297,
omega_L,5.14143226526657e-08,5.16191365590357e-06
omega_m,4.40974561837206e-08,4.4703483581543e-06
a,0.00204288829065691,
b,0.381884421994297,
