parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,2.08938829446762e-07,
L_goes_down_True_mab_virus_PGT121|3430,1.3468531812139e-08,
L_goes_down_True_mab_virus_PGT121|4166,3.20337296522692e-10,
L_goes_down_True_mab_virus_PGT121|4168,1.0577368151357e-06,
L_goes_down_True_mab_virus_PGT121|Ce1176_A3,8.33200866528898e-10,
L_goes_down_True_mab_virus_PGT121|PVO.4,1.50211856862789e-06,
L_goes_down_True_mab_virus_PGT121|RHPA4259.7,5.10123371035688e-08,
L_goes_down_True_mab_virus_PGT121|TRO.11,3.05607341719252e-08,
L_goes_down_True_mab_virus_VRC07-523LS|1176,1.02386454438456e-08,
L_goes_down_True_mab_virus_VRC07-523LS|1798,9.71443518804904e-08,
L_goes_down_True_mab_virus_VRC07-523LS|2944,2.49199914237658e-09,
L_goes_down_True_mab_virus_VRC07-523LS|2946,2.13163473889932e-07,
L_goes_down_True_mab_virus_VRC07-523LS|3430,1.20015453152773e-08,
L_goes_down_True_mab_virus_VRC07-523LS|4166,3.48406783632991e-08,
L_goes_down_True_mab_virus_VRC07-523LS|4168,5.41048289529745e-10,
L_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,3.19553646029022e-06,
L_goes_down_True_mab_virus_VRC07-523LS|PVO.4,3.90798285438726e-09,
L_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,7.38419405048502e-08,
L_goes_down_True_mab_virus_VRC07-523LS|TRO.11,1.89170186152562e-08,
L_goes_down_True_mab_virus_nan|1176,2.49701541370015e-09,
L_goes_down_True_mab_virus_nan|1798,2.22970404390472e-08,
L_goes_down_True_mab_virus_nan|2944,2.16069296860075e-08,
L_goes_down_True_mab_virus_nan|2946,5.83106402859013e-09,
L_goes_down_True_mab_virus_nan|3430,3.44353389482104e-08,
L_goes_down_True_mab_virus_nan|4166,1.3987288922825e-08,
L_goes_down_True_mab_virus_nan|4168,1.80501414030474e-09,
L_goes_down_True_mab_virus_nan|Ce1176_A3,9.8838490621083e-09,
L_goes_down_True_mab_virus_nan|PVO.4,1.23031949905389e-08,
L_goes_down_True_mab_virus_nan|RHPA4259.7,9.56528006204318e-09,
L_goes_down_True_mab_virus_nan|TRO.11,8.00691894366775e-09,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1.40645205650257,
m_goes_down_False_mab_virus_PGDM1400|1176,1.40645213156917,
m_goes_down_False_mab_virus_PGDM1400|1798,0.558416835132967,
m_goes_down_False_mab_virus_PGDM1400|2944,1.40645570126989,
m_goes_down_False_mab_virus_PGDM1400|2946,0.781564690961967,
m_goes_down_False_mab_virus_PGDM1400|3430,1.17882960198342,
m_goes_down_False_mab_virus_PGDM1400|4166,1.12528292623513,
m_goes_down_False_mab_virus_PGDM1400|4168,1.40645230851863,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,1.40645338648643,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,1.40644785934926,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,1.4064512928406,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,1.40645315690131,
m_goes_down_False_mab_virus_PGT121|1176,0.890574065597675,
m_goes_down_False_mab_virus_PGT121|1798,1.40645109019466,
m_goes_down_False_mab_virus_PGT121|2944,1.4044308044086,
m_goes_down_False_mab_virus_PGT121|2946,1.4731213475791,
m_goes_down_False_mab_virus_PGT121|3430,1.14284216416384,
m_goes_down_False_mab_virus_PGT121|4166,1.67372807695465,
m_goes_down_False_mab_virus_PGT121|4168,1.40645310653668,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,1.40645006236786,
m_goes_down_False_mab_virus_PGT121|PVO.4,1.51759365820055,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,1.40645158029795,
m_goes_down_False_mab_virus_PGT121|TRO.11,1.4064497199958,
m_goes_down_False_mab_virus_VRC07-523LS|1176,1.3379602551945,
m_goes_down_False_mab_virus_VRC07-523LS|1798,1.40645181772973,
m_goes_down_False_mab_virus_VRC07-523LS|2944,1.38475044863963,
m_goes_down_False_mab_virus_VRC07-523LS|2946,1.43416188600085,
m_goes_down_False_mab_virus_VRC07-523LS|3430,1.40644868430511,
m_goes_down_False_mab_virus_VRC07-523LS|4166,1.40644302374018,
m_goes_down_False_mab_virus_VRC07-523LS|4168,1.08350118999656,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,1.4064504377151,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,1.44389476753006,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,1.40645156558295,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,1.40645176392119,
m_goes_down_False_mab_virus_nan|1176,1.40644930807246,
m_goes_down_False_mab_virus_nan|1798,1.4017900598193,
m_goes_down_False_mab_virus_nan|2944,1.40633201469762,
m_goes_down_False_mab_virus_nan|2946,1.40644719901411,
m_goes_down_False_mab_virus_nan|3430,1.40644506894755,
m_goes_down_False_mab_virus_nan|4166,1.40633313568571,
m_goes_down_False_mab_virus_nan|4168,1.40644537294084,
m_goes_down_False_mab_virus_nan|Ce1176_A3,1.40679800858813,
m_goes_down_False_mab_virus_nan|PVO.4,1.40643636828178,
m_goes_down_False_mab_virus_nan|RHPA4259.7,1.40644367954178,
m_goes_down_False_mab_virus_nan|TRO.11,1.40644517656702,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,1.40660034776386,
m_goes_down_True_mab_virus_PGDM1400|1176,1.40660042283837,
m_goes_down_True_mab_virus_PGDM1400|1798,0.558475712601576,
m_goes_down_True_mab_virus_PGDM1400|2944,1.40660399291547,
m_goes_down_True_mab_virus_PGDM1400|2946,0.781647096340285,
m_goes_down_True_mab_virus_PGDM1400|3430,1.17895389354936,
m_goes_down_True_mab_virus_PGDM1400|4166,1.1254015720316,
m_goes_down_True_mab_virus_PGDM1400|4168,1.40660059980649,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,1.40660167788795,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,1.40659615016801,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.40659958402137,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,1.40660144827862,
m_goes_down_True_mab_virus_PGT121|1176,0.890667964533546,
m_goes_down_True_mab_virus_PGT121|1798,1.40659938135407,
m_goes_down_True_mab_virus_PGT121|2944,1.40457888255631,
m_goes_down_True_mab_virus_PGT121|2946,1.47327666821137,
m_goes_down_True_mab_virus_PGT121|3430,1.14296266134338,
m_goes_down_True_mab_virus_PGT121|4166,1.67390454884108,
m_goes_down_True_mab_virus_PGT121|4168,1.40660139790868,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,1.40659835341889,
m_goes_down_True_mab_virus_PGT121|PVO.4,1.51775366783377,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,1.40659987150903,
m_goes_down_True_mab_virus_PGT121|TRO.11,1.40659801101073,
m_goes_down_True_mab_virus_VRC07-523LS|1176,1.33810132492587,
m_goes_down_True_mab_virus_VRC07-523LS|1798,1.40660010896585,
m_goes_down_True_mab_virus_VRC07-523LS|2944,1.38489645176121,
m_goes_down_True_mab_virus_VRC07-523LS|2946,1.43431309888719,
m_goes_down_True_mab_virus_VRC07-523LS|3430,1.40659697521084,
m_goes_down_True_mab_virus_VRC07-523LS|4166,1.40659131404909,
m_goes_down_True_mab_virus_VRC07-523LS|4168,1.08361543047659,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,1.40659872880571,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,1.44404700661653,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,1.40659985679248,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,1.40660005515163,
m_goes_down_True_mab_virus_nan|1176,1.40659759904397,
m_goes_down_True_mab_virus_nan|1798,1.40193785953638,
m_goes_down_True_mab_virus_nan|2944,1.40648029330213,
m_goes_down_True_mab_virus_nan|2946,1.40659548976325,
m_goes_down_True_mab_virus_nan|3430,1.40659335947209,
m_goes_down_True_mab_virus_nan|4166,1.40648141440841,
m_goes_down_True_mab_virus_nan|4168,1.40659366349743,
m_goes_down_True_mab_virus_nan|Ce1176_A3,1.40694633632537,
m_goes_down_True_mab_virus_nan|PVO.4,1.40658465788896,
m_goes_down_True_mab_virus_nan|RHPA4259.7,1.40659196991983,
m_goes_down_True_mab_virus_nan|TRO.11,1.40659346710292,
e_goes_down_False_mab_virus_Clinical VRC01|PVO.4,15.8853478157859,
e_goes_down_False_mab_virus_PGDM1400|1176,48.0044546595378,
e_goes_down_False_mab_virus_PGDM1400|1798,28.6916473741993,
e_goes_down_False_mab_virus_PGDM1400|2944,5035.55177789747,
e_goes_down_False_mab_virus_PGDM1400|2946,8.9223970832954,
e_goes_down_False_mab_virus_PGDM1400|3430,2081.3855242087,
e_goes_down_False_mab_virus_PGDM1400|4166,899.110502288684,
e_goes_down_False_mab_virus_PGDM1400|4168,1.83695055431564,
e_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.900646250891717,
e_goes_down_False_mab_virus_PGDM1400|PVO.4,7.36515504890174,
e_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,20.2699842809611,
e_goes_down_False_mab_virus_PGDM1400|TRO.11,13.1379416244124,
e_goes_down_False_mab_virus_PGT121|1176,4.20709966996305,
e_goes_down_False_mab_virus_PGT121|1798,156.120175559366,
e_goes_down_False_mab_virus_PGT121|2944,785.089557450772,
e_goes_down_False_mab_virus_PGT121|2946,21.1817952130643,
e_goes_down_False_mab_virus_PGT121|3430,126.605744447873,
e_goes_down_False_mab_virus_PGT121|4166,590.125822885926,
e_goes_down_False_mab_virus_PGT121|4168,4.22392545840702,
e_goes_down_False_mab_virus_PGT121|Ce1176_A3,431.49177770174,
e_goes_down_False_mab_virus_PGT121|PVO.4,57.8234282109718,
e_goes_down_False_mab_virus_PGT121|RHPA4259.7,387.200195257797,
e_goes_down_False_mab_virus_PGT121|TRO.11,488.244354279418,
e_goes_down_False_mab_virus_VRC07-523LS|1176,156.956416799612,
e_goes_down_False_mab_virus_VRC07-523LS|1798,23.95074748106,
e_goes_down_False_mab_virus_VRC07-523LS|2944,129.196319937439,
e_goes_down_False_mab_virus_VRC07-523LS|2946,18.2922970209749,
e_goes_down_False_mab_virus_VRC07-523LS|3430,222.908051482702,
e_goes_down_False_mab_virus_VRC07-523LS|4166,517.610995851806,
e_goes_down_False_mab_virus_VRC07-523LS|4168,56.8930301820561,
e_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,33.8428252120431,
e_goes_down_False_mab_virus_VRC07-523LS|PVO.4,84.2606442636883,
e_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,330.573071390403,
e_goes_down_False_mab_virus_VRC07-523LS|TRO.11,86.8173311923908,
e_goes_down_False_mab_virus_nan|1176,21.4536670685973,
e_goes_down_False_mab_virus_nan|1798,14.7121150517251,
e_goes_down_False_mab_virus_nan|2944,56.3914019829269,
e_goes_down_False_mab_virus_nan|2946,90.6640835018491,
e_goes_down_False_mab_virus_nan|3430,10.2426858667234,
e_goes_down_False_mab_virus_nan|4166,18.5455344228951,
e_goes_down_False_mab_virus_nan|4168,3.20517198769566,
e_goes_down_False_mab_virus_nan|Ce1176_A3,126.529901766338,
e_goes_down_False_mab_virus_nan|PVO.4,16.0287039796764,
e_goes_down_False_mab_virus_nan|RHPA4259.7,58.7197254595628,
e_goes_down_False_mab_virus_nan|TRO.11,18.0640530843346,
e_goes_down_True_mab_virus_Clinical VRC01|PVO.4,1.94060573196284,
e_goes_down_True_mab_virus_PGDM1400|1176,5.86438024224278,
e_goes_down_True_mab_virus_PGDM1400|1798,3.50506491891208,
e_goes_down_True_mab_virus_PGDM1400|2944,615.159375614845,
e_goes_down_True_mab_virus_PGDM1400|2946,1.08998903413907,
e_goes_down_True_mab_virus_PGDM1400|3430,254.268822158871,
e_goes_down_True_mab_virus_PGDM1400|4166,109.838261940699,
e_goes_down_True_mab_virus_PGDM1400|4168,0.224407851586024,
e_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.110025873982718,
e_goes_down_True_mab_virus_PGDM1400|PVO.4,0.899751284670669,
e_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,2.47624717686949,
e_goes_down_True_mab_virus_PGDM1400|TRO.11,1.60497365989002,
e_goes_down_True_mab_virus_PGT121|1176,0.513952972836771,
e_goes_down_True_mab_virus_PGT121|1798,19.0721481883122,
e_goes_down_True_mab_virus_PGT121|2944,95.9090926406488,
e_goes_down_True_mab_virus_PGT121|2946,2.58763696460504,
e_goes_down_True_mab_virus_PGT121|3430,15.4665693332073,
e_goes_down_True_mab_virus_PGT121|4166,72.0916890049889,
e_goes_down_True_mab_virus_PGT121|4168,0.516008465853217,
e_goes_down_True_mab_virus_PGT121|Ce1176_A3,52.7124383307943,
e_goes_down_True_mab_virus_PGT121|PVO.4,7.0638979724727,
e_goes_down_True_mab_virus_PGT121|RHPA4259.7,47.3016346288441,
e_goes_down_True_mab_virus_PGT121|TRO.11,59.6455175864375,
e_goes_down_True_mab_virus_VRC07-523LS|1176,19.1743061368157,
e_goes_down_True_mab_virus_VRC07-523LS|1798,2.92590117544368,
e_goes_down_True_mab_virus_VRC07-523LS|2944,15.7830424568953,
e_goes_down_True_mab_virus_VRC07-523LS|2946,2.23464647178797,
e_goes_down_True_mab_virus_VRC07-523LS|3430,27.2311722364763,
e_goes_down_True_mab_virus_VRC07-523LS|4166,63.2330419909861,
e_goes_down_True_mab_virus_VRC07-523LS|4168,6.95023752456444,
e_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,4.1343495499068,
e_goes_down_True_mab_virus_VRC07-523LS|PVO.4,10.2935542320642,
e_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,40.3838810841323,
e_goes_down_True_mab_virus_VRC07-523LS|TRO.11,10.6058874189866,
e_goes_down_True_mab_virus_nan|1176,2.62084971432416,
e_goes_down_True_mab_virus_nan|1798,1.79727980336085,
e_goes_down_True_mab_virus_nan|2944,6.88895699298068,
e_goes_down_True_mab_virus_nan|2946,11.0758191867857,
e_goes_down_True_mab_virus_nan|3430,1.25127980414162,
e_goes_down_True_mab_virus_nan|4166,2.26558277607369,
e_goes_down_True_mab_virus_nan|4168,0.391554229934323,
e_goes_down_True_mab_virus_nan|Ce1176_A3,15.4573041446686,
e_goes_down_True_mab_virus_nan|PVO.4,1.95811858699027,
e_goes_down_True_mab_virus_nan|RHPA4259.7,7.17339255819589,
e_goes_down_True_mab_virus_nan|TRO.11,2.20676345047384,
alpha_run_id_1200432,0.135396069643546,
alpha_run_id_1313842,0.135395745947102,
alpha_run_id_1313860,0.135387106211402,
alpha_run_id_1313884,0.200244552786701,
alpha_run_id_1313920,0.164480974886059,
alpha_run_id_1313938,0.135396377574326,
alpha_run_id_1313956,0.233596822261734,
alpha_run_id_1313974,0.272691517587446,
alpha_run_id_1313992,0.1353964948534,
alpha_run_id_1314016,0.135395987103587,
alpha_run_id_1314040,0.208215090174754,
alpha_run_id_1314058,0.135395061086599,
alpha_run_id_1342240,0.135395985215781,
alpha_run_id_1342258,0.13539651043174,
alpha_run_id_1342276,0.135396642543158,
alpha_run_id_1342294,0.180910880376119,
alpha_run_id_1342312,0.135395935184705,
alpha_run_id_1342336,0.135396060685714,
alpha_run_id_1342348,0.0807822287725619,
alpha_run_id_1342372,0.135396461087134,
alpha_run_id_1342384,0.0609132663297785,
alpha_run_id_1342396,0.1353960534826,
alpha_run_id_1342408,0.135396262818455,
k_run_id_1200432,1.58118472596131e-09,
k_run_id_1313842,1.58126500307465e-09,
k_run_id_1313860,1.58118274222985e-09,
k_run_id_1313884,1.58116539834667e-09,
k_run_id_1313920,1.58120770633158e-09,
k_run_id_1313938,1.58109065156795e-09,
k_run_id_1313956,1.58096713755759e-09,
k_run_id_1313974,1.58118271723319e-09,
k_run_id_1313992,1.58117881511987e-09,
k_run_id_1314016,1.5811776146767e-09,
k_run_id_1314040,1.58113953738442e-09,
k_run_id_1314058,1.58101705195003e-09,
k_run_id_1342240,1.58199784047951e-09,
k_run_id_1342258,1.57993744455631e-09,
k_run_id_1342276,1.58118497416804e-09,
k_run_id_1342294,1.58107610678822e-09,
k_run_id_1342312,1.56561786131705e-09,
k_run_id_1342336,1.58118290056879e-09,
k_run_id_1342348,1.58070181929351e-09,
k_run_id_1342372,1.58121457890557e-09,
k_run_id_1342384,1.58119254075023e-09,
k_run_id_1342396,1.58052387295274e-09,
k_run_id_1342408,1.58118577975137e-09,
omega_L,2.67305594219328e-08,2.58095682795178e-06
omega_e,6.39132307906673e-08,6.3220272766341e-06
a,0.00327384883264645,
b,0.178930291998995,
